year,regionwb24_hi,incomegroupwb24,pop_adult,account_t_d,mobileaccount_t_d,internet,Predicted_Adoption,countrynewwb,codewb
2011,Sub-Saharan Africa (excluding high income),Low income,19614991.0,0.068997979,0.003044038,0.828401699,0.0030440380000000045,Sudan,SDN
2011,High income,High income,7820937.0,0.989919498,0.003044038,0.828401699,0.0030440380000000045,Sweden,SWE
2011,Middle East & North Africa (excluding high income),Low income,14356499.0,0.232530858,0.003044038,0.828401699,0.0030440380000000045,Syrian Arab Republic,SYR
2011,High income,High income,19429474.0,0.87314893,0.003044038,0.828401699,0.0030440380000000045,"Taiwan, China",TWN
2011,Europe & Central Asia (excluding high income),Lower middle income,4834891.0,0.025348573,0.003044038,0.828401699,0.0030440380000000045,Tajikistan,TJK
2011,Sub-Saharan Africa (excluding high income),Lower middle income,24470055.0,0.172577675,0.003044038,0.828401699,0.0030440380000000045,Tanzania,TZA
2011,East Asia & Pacific (excluding high income),Upper middle income,54766867.0,0.726664359,0.003044038,0.828401699,0.0030440380000000045,Thailand,THA
2011,Sub-Saharan Africa (excluding high income),Low income,3932998.0,0.101852403,0.003044038,0.828401699,0.0030440380000000045,Togo,TGO
2011,High income,High income,1050120.0,0.759220595,0.003044038,0.828401699,0.0030440380000000045,Trinidad and Tobago,TTO
2011,Europe & Central Asia (excluding high income),Upper middle income,54201890.0,0.576014258,0.003044038,0.828401699,0.004162696360000015,Turkiye,TUR
2011,Europe & Central Asia (excluding high income),Upper middle income,3877998.0,0.004049115,0.003044038,0.828401699,0.0030440380000000045,Turkmenistan,TKM
2011,Sub-Saharan Africa (excluding high income),Low income,16363076.0,0.204614192,0.003044038,0.828401699,0.0030440380000000045,Uganda,UGA
2011,Europe & Central Asia (excluding high income),Lower middle income,39900312.0,0.412685749,0.003044038,0.828401699,0.0033115045400000064,Ukraine,UKR
2011,High income,High income,5710622.0,0.597323703,0.003044038,0.828401699,0.0030440380000000045,United Arab Emirates,ARE
2011,High income,High income,51619966.0,0.972012849,0.003044038,0.828401699,0.0030440380000000045,United Kingdom,GBR
2011,High income,High income,248390172.0,0.879578659,0.003044038,0.828401699,0.0030440380000000045,United States,USA
2011,High income,High income,2578893.0,0.235426009,0.003044038,0.828401699,0.0030440380000000045,Uruguay,URY
2011,Europe & Central Asia (excluding high income),Lower middle income,20171292.0,0.22503919,0.003044038,0.828401699,0.0033115045400000064,Uzbekistan,UZB
2011,Latin America & Caribbean (excluding high income),Upper middle income,20199432.0,0.441166616,0.003044038,0.828401699,0.0030440380000000045,"Venezuela, RB",VEN
2011,East Asia & Pacific (excluding high income),Lower middle income,65955596.0,0.213694927,0.003044038,0.828401699,0.0030440380000000045,Viet Nam,VNM
2011,Middle East & North Africa (excluding high income),Lower middle income,2199701.0,0.194280315,0.003044038,0.828401699,0.0030440380000000045,West Bank and Gaza,PSE
2011,Middle East & North Africa (excluding high income),Low income,15109759.0,0.036599538,0.003044038,0.828401699,0.0030440380000000045,"Yemen, Rep.",YEM
2011,Sub-Saharan Africa (excluding high income),Low income,7506102.0,0.213649092,0.003044038,0.828401699,0.0030440380000000045,Zambia,ZMB
2011,Sub-Saharan Africa (excluding high income),Lower middle income,7608011.0,0.396512089,0.003044038,0.828401699,0.0030440380000000045,Zimbabwe,ZWE
2014,South Asia (excluding high income),Low income,16708999.0,0.099610012,0.003044038,0.828401699,0.012290477344765162,Afghanistan,AFG
2014,Europe & Central Asia (excluding high income),Upper middle income,2322032.0,0.379863523,0.004323196,0.828401699,0.02581517725000004,Albania,ALB
2014,Middle East & North Africa (excluding high income),Lower middle income,27628433.0,0.504757907,0.004323196,0.828401699,0.017736669424765185,Algeria,DZA
2014,Sub-Saharan Africa (excluding high income),Lower middle income,14342950.0,0.293181213,0.004323196,0.828401699,0.07014622772999993,Angola,AGO
2014,Latin America & Caribbean (excluding high income),Upper middle income,31872846.0,0.501972945,0.004323196,0.828401699,0.009350392879999987,Argentina,ARG
2014,Europe & Central Asia (excluding high income),Upper middle income,2428128.0,0.176690647,0.006578374,0.828401699,0.041817761020000004,Armenia,ARM
2014,High income,High income,18749193.0,0.988595664,0.026917143,0.828401699,0.02223554564953031,Australia,AUS
