countrynewwb,year,account_t_d,pop_adult,mobileaccount_t_d,internet,Predicted_Adoption
Burkina Faso,2011,0.065272541,8802362.0,,,0.29475822193999945
Cameroon,2011,0.160433801,11072780.0,,,0.29773997845999944
Cameroon,2011,0.129456831,11072780.0,,,0.29960770501999945
Canada,2011,0.974656289,28373521.0,,,0.2958837114099995
Canada,2011,0.932909197,28373521.0,,,0.3025943492999995
Chile,2011,0.499472833,13480066.0,,,0.2967080899999994
Chile,2011,0.304493201,13480066.0,,,0.2967080899999994
China,2011,0.752636898,1090576711.0,,,0.2958722898299995
China,2011,0.466263608,1090576711.0,,,0.31773976491999967
Colombia,2011,0.41483489,32481705.0,,,0.2966013461999994
Colombia,2011,0.138392102,32481705.0,,,0.29716301176999943
Comoros,2011,0.28058853,382348.0,,,0.2967080899999994
Comoros,2011,0.105956388,382348.0,,,0.2967080899999994
"Congo, Rep.",2011,0.137500878,2658255.0,,,0.2964888675299994
"Congo, Rep.",2011,0.04479817,2658255.0,,,0.2994649430199995
Costa Rica,2011,0.602020486,3423771.0,,,0.2988802129599995
Costa Rica,2011,0.354766194,3423771.0,,,0.29939421741999944
Croatia,2011,0.930666144,3638504.0,,,0.2967080899999994
Croatia,2011,0.813549225,3638504.0,,,0.30182500510999943
Cyprus,2011,0.901692809,936237.0,,,0.2967080899999994
Cyprus,2011,0.778372718,936237.0,,,0.2967080899999994
Czechia,2011,0.852917284,8965818.0,,,0.29376858479999945
Czechia,2011,0.73664532,8965818.0,,,0.2967080899999994
Denmark,2011,0.996936665,4549535.0,,,0.29813988840999944
Denmark,2011,0.998015569,4549535.0,,,0.29523833739999944
Dominican Republic,2011,0.491486818,6788648.0,,,0.29252065498999946
Dominican Republic,2011,0.217021091,6788648.0,,,0.29660134619999945
Ecuador,2011,0.460431737,10352753.0,,,0.2966013461999994
Ecuador,2011,0.22753877,10352753.0,,,0.2961984133899994
El Salvador,2011,0.195317357,4126198.0,,,0.29660134619999945
El Salvador,2011,0.051057284,4126198.0,,,0.29579548057999944
Estonia,2011,0.984739705,1128611.0,,,0.29556690398999946
Estonia,2011,0.943481568,1128611.0,,,0.2967080899999994
Eswatini,2011,0.365921361,680317.0,,,0.2967080899999994
Eswatini,2011,0.164045756,680317.0,,,0.2967080899999994
Finland,2011,0.994705705,4475337.0,,,0.2967080899999994
Finland,2011,0.999228858,4475337.0,,,0.2921920883999995
France,2011,0.97851224,52976120.0,,,0.2963878585999995
France,2011,0.956754878,52976120.0,,,0.29523833739999944
Gabon,2011,0.259041593,1077711.0,,,0.2967080899999994
Gabon,2011,0.085059463,1077711.0,,,0.2967080899999994
Georgia,2011,0.402388206,3084171.0,,,0.2967080899999994
Georgia,2011,0.220630716,3084171.0,,,0.2949093748299994
Germany,2011,1.0,70576834.0,,,0.29523833739999944
Germany,2011,0.981317513,70576834.0,,,0.29967795117999946
Ghana,2011,0.367446874,15512209.0,,,0.29639771586999947
Ghana,2011,0.183888704,15512209.0,,,0.2961984133899994
Greece,2011,0.834017985,9493929.0,,,0.3121734041099996
Greece,2011,0.697450941,9493929.0,,,0.32505964322999964
Guatemala,2011,0.293591761,8804525.0,,,0.3112119131499995
Guatemala,2011,0.117443207,8804525.0,,,0.30017971909999946
Honduras,2011,0.287649479,5181064.0,,,0.29990822187999944
Honduras,2011,0.081062029,5181064.0,,,0.2991850576699995
Hungary,2011,0.758909618,8529919.0,,,0.29315216438999947
Hungary,2011,0.678318755,8529919.0,,,0.29609166958999944
India,2011,0.407300174,853745004.0,,,0.32988140848
India,2011,0.269714503,853745004.0,,,0.32102821943999976
Indonesia,2011,0.25294908,177530453.0,,,0.2985196783999995
Indonesia,2011,0.109731361,177530453.0,,,0.30017971909999946
"Iran, Islamic Rep.",2011,0.777893557,59270231.0,,,0.3068314764199995
"Iran, Islamic Rep.",2011,0.675124372,59270231.0,,,0.2996947342799995
Iraq,2011,0.134474469,18241367.0,,,0.30310835375999945
Iraq,2011,0.066974903,18241367.0,,,0.3003842164499995
Ireland,2011,0.944268288,3598499.0,,,0.2967080899999994
Ireland,2011,0.930804292,3598499.0,,,0.2967080899999994
Israel,2011,0.944829695,5491153.0,,,0.29660134619999945
Israel,2011,0.844317506,5491153.0,,,0.2949093748299994
Italy,2011,0.767346428,50957209.0,,,0.29480263102999943
Italy,2011,0.62352107,50957209.0,,,0.29660134619999945
Jamaica,2011,0.76946409,2007871.0,,,0.32447242918999947
Jamaica,2011,0.620443976,2007871.0,,,0.2999760887699994
Japan,2011,0.971652137,110945852.0,,,0.29539415116999945
Japan,2011,0.953005616,110945852.0,,,0.29523833739999944
Jordan,2011,0.330713782,4670454.0,,,0.2960973039399995
Jordan,2011,0.130546131,4670454.0,,,0.3021027601499995
Kazakhstan,2011,0.477388773,12564991.0,,,0.3010660165099994
Kazakhstan,2011,0.336275673,12564991.0,,,0.30523611802999945
Kenya,2011,0.575335403,23450849.0,,,0.29770484789999946
Kenya,2011,0.194351525,23450849.0,,,0.29782263563999944
"Korea, Rep.",2011,0.948462376,41432826.0,,,0.2965006808699994
"Korea, Rep.",2011,0.903472075,41432826.0,,,0.29871472201999943
Kosovo,2011,0.538851195,1287712.0,,,0.2967080899999994
Kosovo,2011,0.298667346,1287712.0,,,0.2967080899999994
Kuwait,2011,0.884193391,2266476.0,,,0.2949093748299994
Kuwait,2011,0.840027166,2266476.0,,,0.2949093748299994
Lao PDR,2011,0.308332149,4035423.0,,,0.2964946023999995
Lao PDR,2011,0.20682526,4035423.0,,,0.29480263102999943
Latvia,2011,0.930485569,1800178.0,,,0.2967080899999994
Latvia,2011,0.845686192,1800178.0,,,0.2967080899999994
Lebanon,2011,0.498390122,3709897.0,,,0.2931421966899995
Lebanon,2011,0.180192948,3709897.0,,,0.2983561036599994
Lesotho,2011,0.260857745,1266790.0,,,0.2967080899999994
Lesotho,2011,0.070993071,1266790.0,,,0.29650445966999944
Lithuania,2011,0.766912344,2635099.0,,,0.2976574840999994
Lithuania,2011,0.693421639,2635099.0,,,0.29290702932999946
Luxembourg,2011,0.962746234,417441.0,,,0.29525026403999943
Luxembourg,2011,0.920444148,417441.0,,,0.2967080899999994
Malawi,2011,0.203112753,7972899.0,,,0.28521606230999946
Malawi,2011,0.108707018,7972899.0,,,0.29469588722999945
Malaysia,2011,0.784097,20649116.0,,,0.28995839383999955
Malaysia,2011,0.478114687,20649116.0,,,0.29752346799999946
Malta,2011,0.955429349,351508.0,,,0.2967080899999994
Malta,2011,0.948596877,351508.0,,,0.2967080899999994
Mauritius,2011,0.87202801,986634.0,,,0.2967080899999994
Mauritius,2011,0.69495271,986634.0,,,0.2967080899999994
Mexico,2011,0.36779859,79795751.0,,,0.29525026403999943
Mexico,2011,0.133658259,79795751.0,,,0.2961601075799994
Moldova,2011,0.236112508,2361620.0,,,0.2967080899999994
Moldova,2011,0.0973867,2361620.0,,,0.29379243807999944
Mongolia,2011,0.822657448,1973485.0,,,0.2981398884099994
Mongolia,2011,0.708897325,1973485.0,,,0.3007413846699994
Montenegro,2011,0.558709377,500343.0,,,0.2967080899999994
Montenegro,2011,0.422766059,500343.0,,,0.2967080899999994
Nepal,2011,0.325395482,17498633.0,,,0.2967080899999994
Nepal,2011,0.144370063,17498633.0,,,0.2967080899999994
Netherlands,2011,0.980930744,13694510.0,,,0.2967080899999994
Netherlands,2011,0.995108967,13694510.0,,,0.2978339084999994
New Zealand,2011,0.994765332,3443024.0,,,0.2966126190599994
New Zealand,2011,0.993769345,3443024.0,,,0.2966126190599994
Nicaragua,2011,0.202024253,3774402.0,,,0.29660134619999945
Nicaragua,2011,0.052005819,3774402.0,,,0.29660134619999945
Nigeria,2011,0.401318604,92621676.0,,,0.29660134619999945
Nigeria,2011,0.139573963,92621676.0,,,0.29599478305999943
North Macedonia,2011,0.766268537,1569860.0,,,0.2967080899999994
North Macedonia,2011,0.692989513,1569860.0,,,0.29660134619999945
Oman,2011,0.789587262,1989124.0,,,0.2963051571899994
Oman,2011,0.659537666,1989124.0,,,0.2982162505099994
Pakistan,2011,0.139448901,120857470.0,,,0.2963051571899994
Pakistan,2011,0.048078735,120857470.0,,,0.29598492578999946
Panama,2011,0.295165961,2569368.0,,,0.2967080899999994
Panama,2011,0.180399123,2569368.0,,,0.29630515718999945
Paraguay,2011,0.324401112,3870412.0,,,0.2963878585999995
Paraguay,2011,0.055976203,3870412.0,,,0.2951315935999994
Peru,2011,0.306668883,20570757.0,,,0.3012332764899995
Peru,2011,0.051275787,20570757.0,,,0.3023448434999995
Philippines,2011,0.37666583,62034866.0,,,0.2967080899999994
Philippines,2011,0.098893882,62034866.0,,,0.2967080899999994
Poland,2011,0.75528721,32308457.0,,,0.29630515718999945
Poland,2011,0.621836812,32308457.0,,,0.29630515718999945
Portugal,2011,0.864417701,8967347.0,,,0.29577046129999945
Portugal,2011,0.733990492,8967347.0,,,0.2967080899999994
Qatar,2011,0.753924381,1392286.0,,,0.29660134619999945
Qatar,2011,0.538167999,1392286.0,,,0.2967080899999994
Romania,2011,0.531465128,17058580.0,,,0.2967080899999994
Romania,2011,0.317461248,17058580.0,,,0.2967080899999994
Russian Federation,2011,0.533652035,121177141.0,,,0.29795290604999947
Russian Federation,2011,0.403803436,121177141.0,,,0.2967080899999994
Rwanda,2011,0.338428568,5941330.0,,,0.2957603273799994
Rwanda,2011,0.311402444,5941330.0,,,0.2967080899999994
Saudi Arabia,2011,0.548992396,17354530.0,,,0.2967080899999994
Saudi Arabia,2011,0.327748606,17354530.0,,,0.2967080899999994
Serbia,2011,0.711908341,6237019.0,,,0.29812198455999944
Serbia,2011,0.486546355,6237019.0,,,0.29375567499999944
Slovak Republic,2011,0.840998054,4557830.0,,,0.2968396447499994
Slovak Republic,2011,0.72787802,4557830.0,,,0.3012018319489666
Slovenia,2011,0.987143517,1758964.0,,,0.2980331446099994
Slovenia,2011,0.947871884,1758964.0,,,0.29660134619999945
South Africa,2011,0.630035411,36953226.0,,,0.2717491113599996
South Africa,2011,0.395546828,36953226.0,,,0.29046372436999945
Spain,2011,0.942048105,39626900.0,,,0.2967080899999994
Spain,2011,0.918815404,39626900.0,,,0.3000149656799994
Sri Lanka,2011,0.74758564,15571720.0,,,0.31105532453999946
Sri Lanka,2011,0.591345856,15571720.0,,,0.2950248315999995
Sweden,2011,0.99631097,7820937.0,,,0.3003210223199994
Sweden,2011,0.980300076,7820937.0,,,0.29893718127999946
Syrian Arab Republic,2011,0.228327406,14356499.0,,,0.2964946023999995
Syrian Arab Republic,2011,0.237884233,14356499.0,,,0.29660134619999945
"Taiwan, China",2011,0.901037204,19429474.0,,,0.31230818903999946
"Taiwan, China",2011,0.83116370055812,19429474.0,,,0.2968651026799995
Tanzania,2011,0.228943944,24470055.0,,,0.29782263563999944
Tanzania,2011,0.087698075,24470055.0,,,0.3013709454899995
Thailand,2011,0.780563913,54766867.0,,,0.29746809498999943
Thailand,2011,0.645318358,54766867.0,,,0.2966013461999994
Togo,2011,0.129972629,3932998.0,,,0.29810778070999944
Togo,2011,0.05952675,3932998.0,,,0.29523188249999943
Turkiye,2011,0.645851755,54201890.0,,,0.2967080899999994
Turkiye,2011,0.471064704,54201890.0,,,0.29805964984999944
Uganda,2011,0.274924666,16363076.0,,,0.2967080899999994
Uganda,2011,0.098700383,16363076.0,,,0.29706855210999944
Ukraine,2011,0.485762939,39900312.0,,,0.2967080899999994
Ukraine,2011,0.302448258,39900312.0,,,0.2967080899999994
United Arab Emirates,2011,0.64511408,5710622.0,,,0.29308203336999944
United Arab Emirates,2011,0.528977265,5710622.0,,,0.2964946023999994
United Kingdom,2011,0.975988966,51619966.0,,,0.29990822187999944
United Kingdom,2011,0.966492006,51619966.0,,,0.3012362551199994
United States,2011,0.941973554,248390172.0,,,0.28650086949999953
United States,2011,0.785778086,248390172.0,,,0.29002556805999957
Uruguay,2011,0.333291809,2578893.0,,,0.2967080899999994
Uruguay,2011,0.08816903,2578893.0,,,0.2967080899999994
Uzbekistan,2011,0.246439051,20171292.0,,,0.2955089960999994
Uzbekistan,2011,0.192842202,20171292.0,,,0.2966013461999994
"Venezuela, RB",2011,0.530163124,20199432.0,,,0.29843846927999945
"Venezuela, RB",2011,0.307447069,20199432.0,,,0.2967080899999994
Viet Nam,2011,0.282412607,65955596.0,,,0.29660134619999945
Viet Nam,2011,0.110485842,65955596.0,,,0.2967080899999994
West Bank and Gaza,2011,0.269347628,2199701.0,,,0.2952874073699994
West Bank and Gaza,2011,0.079940991,2199701.0,,,0.29674571101999947
Zambia,2011,0.296627043,7506102.0,,,0.30114549613999947
Zambia,2011,0.087666932,7506102.0,,,0.29813988840999944
Zimbabwe,2011,0.49972969,7608011.0,,,0.3019205280899995
Zimbabwe,2011,0.240925927,7608011.0,,,0.2924424749499995
Afghanistan,2014,,16708999.0,,,0.2883874416899996
Afghanistan,2014,,16708999.0,,,0.2883874416899996
Albania,2014,0.473788095,2322032.0,,,0.17837151359999998
Albania,2014,0.23890096,2322032.0,,,0.2022035568799999
Algeria,2014,0.594636332,27628433.0,,,0.28962301270999957
Algeria,2014,0.369710709,27628433.0,,,0.28835634812999966
Angola,2014,0.404596478,14342950.0,,,0.27865922907999974
Angola,2014,0.125435419,14342950.0,,,0.2923922285999997
Argentina,2014,0.539017616,31872846.0,,,0.2959204424199997
Argentina,2014,0.446274994,31872846.0,,,0.26535459770999986
Armenia,2014,0.22044531,2428128.0,,,0.21031084179999981
Armenia,2014,0.110929259,2428128.0,,,0.24645015146999974
Australia,2014,0.981294759,18749193.0,,,0.3099717304999995
Australia,2014,1.0,18749193.0,,,0.2957818373599996
Austria,2014,0.971015639,7260944.0,,,0.31830088726999944
Austria,2014,0.962738365,7260944.0,,,0.3225462107699997
Azerbaijan,2014,0.320497794,7283305.0,,,0.27439843989
Azerbaijan,2014,0.247933544,7283305.0,,,0.2804235393699998
Bahrain,2014,0.825584522,1005566.0,,,0.2812723255999996
Bahrain,2014,0.810302585,1005566.0,,,0.2824546203599996
Bangladesh,2014,0.362922094,105778630.0,,,0.2871398846899995
Bangladesh,2014,0.230339877,105778630.0,,,0.2802254349899997
Belarus,2014,0.756017172,7971997.0,,,0.2510018909699999
Belarus,2014,0.665575729,7971997.0,,,0.3310097886899996
Belgium,2014,0.977926928,9263588.0,,,0.29651820918999955
Belgium,2014,0.986055423,9263588.0,,,0.3054888768499995
Belize,2014,0.554154234,228016.0,,,0.2937673084799996
Belize,2014,0.373800594,228016.0,,,0.28982713320999953
Benin,2014,0.209783558,6043333.0,,,0.29960959940999954
Benin,2014,0.100133158,6043333.0,,,0.30004805473999974
Bhutan,2014,0.394909182,523289.0,,,0.2843769373699996
Bhutan,2014,0.249000487,523289.0,,,0.2911698721099997
Bolivia,2014,0.523663154,7120716.0,,,0.3053861870899996
Bolivia,2014,0.259174603,7120716.0,,,0.32488546606999963
Bosnia and Herzegovina,2014,0.606077924,3077307.0,,,0.28278738130999964
Bosnia and Herzegovina,2014,0.407742285,3077307.0,,,0.2726540889299997
Botswana,2014,0.651664688,1405268.0,0.29670809,,0.24846013389999957
Botswana,2014,0.319688748,1405268.0,0.072423082,,0.09885530616
Brazil,2014,0.753735584,152293155.0,,,0.2711709741999999
Brazil,2014,0.572280492,152293155.0,,,0.17435211511999996
Bulgaria,2014,0.720666563,6271977.0,,,0.29393082940999976
Bulgaria,2014,0.493628552,6271977.0,,,0.20569032187999978
Burkina Faso,2014,0.196314284,9623020.0,,,0.15618150879000006
Burkina Faso,2014,0.064288786,9623020.0,,,0.18896748606000005
Burundi,2014,,5630929.0,,,0.18693872662
Burundi,2014,,5630929.0,,,0.18693872662
Cambodia,2014,0.260470032,10284331.0,0.15976172,,0.19022949293999997
Cambodia,2014,0.163069167,10284331.0,0.092474365,,0.13482588185999983
Cameroon,2014,0.187373244,12084831.0,,,0.25420350550000015
Cameroon,2014,0.023035479,12084831.0,,,0.2933944265700002
Canada,2014,0.995444026,29372810.0,,,0.28955656066000024
Canada,2014,0.984080931,29372810.0,,,0.29629375813000014
Chad,2014,0.159646762,7035329.0,,,0.2836197730800003
Chad,2014,0.07131344,7035329.0,,,0.35525406257000014
Chile,2014,0.69542081,14064832.0,,,0.3160151111200002
Chile,2014,0.538035887,14064832.0,,,0.2659641151500002
China,2014,0.832214386,1113693456.0,,,0.28812657448000023
China,2014,0.726805568,1113693456.0,,,0.2923561014800002
Colombia,2014,0.487332567,34309704.0,,,0.2810361762500002
Colombia,2014,0.243945372,34309704.0,,,0.2812608555500001
"Congo, Dem. Rep.",2014,0.219350098,40959603.0,,,0.26317402219000013
"Congo, Dem. Rep.",2014,0.107811251,40959603.0,,,0.2753438622800002
"Congo, Rep.",2014,0.237104447,2849454.0,,,0.2780259674300001
"Congo, Rep.",2014,0.070179422,2849454.0,,,0.28555605254000016
Costa Rica,2014,0.697552169,3611461.0,,,0.31061364002000025
Costa Rica,2014,0.567371049,3611461.0,,,0.27650786222000023
Cote d'Ivoire,2014,0.410756677,13848553.0,0.276345057,,0.2727033565800001
Cote d'Ivoire,2014,0.241759495,13848553.0,0.191938885,,0.24281654911000009
Croatia,2014,0.907560178,3606895.0,,,0.19597281024000004
Croatia,2014,0.789111309,3606895.0,,,0.2103490862400001
Cyprus,2014,0.916118465,991903.0,,,0.16732185268999986
Cyprus,2014,0.880047553,991903.0,,,0.2018891889399998
Czechia,2014,0.855156039,8944904.0,,,0.19702185944
Czechia,2014,0.771392578,8944904.0,,,0.18972100257000002
Denmark,2014,1.0,4641892.0,,,0.1618853889699997
Denmark,2014,1.0,4641892.0,,,0.1618853889699997
Dominican Republic,2014,0.625928417,7152325.0,,,0.22717168820000005
Dominican Republic,2014,0.412936852,7152325.0,,,0.25459744399000006
Ecuador,2014,0.563159215,11054660.0,,,0.21223828071000017
Ecuador,2014,0.310402195,11054660.0,,,0.1921468308500001
"Egypt, Arab Rep.",2014,0.198864158,63009609.0,,,0.18635390975999988
"Egypt, Arab Rep.",2014,0.054577862,63009609.0,,,0.21104514397000018
El Salvador,2014,0.465669046,4304307.0,,,0.17066433673999984
El Salvador,2014,0.219417901,4304307.0,,,0.2441717781700001
Estonia,2014,0.979804082,1110561.0,,,0.16121456836999973
Estonia,2014,0.972075808,1110561.0,,,0.14962814164999977
Ethiopia,2014,0.262639188,55109169.0,,,0.17309381996999992
Ethiopia,2014,0.15008216,55109169.0,,,0.19823460787000008
Finland,2014,1.0,4545771.0,,,0.16056423911999976
Finland,2014,1.0,4545771.0,,,0.16056423911999976
France,2014,0.979570201,53825137.0,,,0.16658309623999976
France,2014,0.944811583,53825137.0,,,0.2216778393600002
Gabon,2014,0.433155522,1209169.0,,,0.13720715344999979
Gabon,2014,0.175541305,1209169.0,,,0.15053841423999972
Georgia,2014,0.471661703,3020250.0,,,0.16735919623999984
Georgia,2014,0.283801604,3020250.0,,,0.18146385565999992
Germany,2014,0.998805747,69974132.0,,,0.19898276299999995
Germany,2014,0.969911048,69974132.0,,,0.3329141499200003
Ghana,2014,0.451520331,16743744.0,0.14973283,,0.18005569100999982
Ghana,2014,0.335196061,16743744.0,0.100493275,,0.14522502105999988
Greece,2014,0.90920746,9357686.0,,,0.5438960525099994
Greece,2014,0.823547436,9357686.0,,,0.43871998559999975
Guatemala,2014,0.495242303,9616393.0,,,0.5478310568199994
Guatemala,2014,0.290836384,9616393.0,,,0.5546262510199993
Guinea,2014,,6293415.0,,,0.5529156922399994
Guinea,2014,,6293415.0,,,0.5529156922399994
Haiti,2014,0.225489907,6636287.0,,,0.39068855664000013
Haiti,2014,0.133082144,6636287.0,,,0.5245059272999998
Honduras,2014,0.385674015,5672647.0,,,0.5716936484299997
Honduras,2014,0.20855013,5672647.0,,,0.5462100502599995
"Hong Kong SAR, China",2014,0.976887507,6342961.0,,,0.43122064506999974
"Hong Kong SAR, China",2014,0.940363528,6342961.0,,,0.4415327737799999
Hungary,2014,0.760383773,8464202.0,,,0.35928462408000006
Hungary,2014,0.665746803,8464202.0,,,0.5142980735599996
India,2014,0.594840292,907853291.0,,,0.5803575721599992
India,2014,0.436106769,907853291.0,,,0.6154774890299991
Indonesia,2014,0.452677592,185894322.0,,,0.5898112105399993
Indonesia,2014,0.221340114,185894322.0,,,0.5843867582299993
"Iran, Islamic Rep.",2014,0.93880894,61676328.0,,,0.5731743916299993
"Iran, Islamic Rep.",2014,0.898988692,61676328.0,,,0.5966633419999992
Iraq,2014,0.123264846,20884823.0,,,0.6049621952799992
Iraq,2014,0.084286098,20884823.0,,,0.6103278464199992
Ireland,2014,0.963701282,3629630.0,,,0.40453562289000017
Ireland,2014,0.92254306,3629630.0,,,0.4029939559400001
Israel,2014,0.9320479,5787501.0,,,0.5583554595599997
Israel,2014,0.850693239,5787501.0,,,0.5504651729799995
Italy,2014,0.906413656,51850742.0,,,0.5155782160399994
Italy,2014,0.826279775,51850742.0,,,0.5471156872199994
Jamaica,2014,0.846044374,2096466.0,,,0.5745729995599994
Jamaica,2014,0.692284484,2096466.0,,,0.4896101743999999
Japan,2014,0.963945633,110762343.0,,,0.4562789824299998
Japan,2014,0.969743001,110762343.0,,,0.47427810205999976
Jordan,2014,0.301150301,5205320.0,,,0.5769864105599992
Jordan,2014,0.163352547,5205320.0,,,0.5969804252599993
Kazakhstan,2014,0.600188762,12875804.0,,,0.49985028222999955
Kazakhstan,2014,0.447278944,12875804.0,,,0.3993613758199999
Kenya,2014,0.822842976,25714887.0,0.627395658,,0.5568911462499991
Kenya,2014,0.631689037,25714887.0,0.518441741,,0.4388162168199994
"Korea, Rep.",2014,0.943662106,43035419.0,,,0.1414764163000001
"Korea, Rep.",2014,0.943518328,43035419.0,,,0.1414764163000001
Kosovo,2014,0.528483096,1334099.0,,,0.14147074117000003
Kosovo,2014,0.402131105,1334099.0,,,0.12922639024000002
Kuwait,2014,0.791225959,2736473.0,,,0.1333546176000001
Kuwait,2014,0.636726453,2736473.0,,,0.1749915340900001
Kyrgyz Republic,2014,0.226763859,3978542.0,,,0.16230657165000018
Kyrgyz Republic,2014,0.121566909,3978542.0,,,0.18807558200000024
Latvia,2014,0.926830217,1719348.0,,,0.1580368868900001
Latvia,2014,0.865140408,1719348.0,,,0.1567975052200001
Lebanon,2014,0.593019598,4265657.0,,,0.15058633047000003
Lebanon,2014,0.283534237,4265657.0,,,0.23101918893000012
Lithuania,2014,0.837531495,2524428.0,,,0.15047784231000014
Lithuania,2014,0.691214134,2524428.0,,,0.1359734634400001
Luxembourg,2014,0.968703495,451457.0,,,0.12982377466
Luxembourg,2014,0.952390805,451457.0,,,0.1536298075
Madagascar,2014,,13785487.0,,,0.13595166939000008
Madagascar,2014,,13785487.0,,,0.13595166939000008
Malawi,2014,0.239004691,8735190.0,,,0.1318355076700001
Malawi,2014,0.093559531,8735190.0,,,0.15497249654000012
Malaysia,2014,0.844337127,22158615.0,,,0.15539607445000014
Malaysia,2014,0.752771612,22158615.0,,,0.1701197027800001
Mali,2014,0.232067178,9100789.0,0.116836573,,0.1466428907
Mali,2014,0.153577476859921,9100789.0,0.115803574,,0.12216446796999984
Malta,2014,0.975443598,364279.0,,,0.14739798258999973
Malta,2014,0.946181681,364279.0,,,0.1472611228799998
Mauritius,2014,0.889913807,1010413.0,,,0.17658221390999976
Mauritius,2014,0.719548051,1010413.0,,,0.1666754759499996
Mexico,2014,0.456526032,84399247.0,,,0.17292770844999983
Mexico,2014,0.293630324,84399247.0,,,0.18368623575999968
Moldova,2014,0.222055994,2361002.0,,,0.16402371851999978
Moldova,2014,0.110780324,2361002.0,,,0.1681499171399997
Mongolia,2014,0.936300641,2074233.0,,,0.18168662918999967
Mongolia,2014,0.891090498,2074233.0,,,0.17139504553999976
Montenegro,2014,0.687533666,504976.0,,,0.1558810797499997
Montenegro,2014,0.46396088,504976.0,,,0.16209801993999975
Myanmar,2014,0.250684183,36618649.0,,,0.1598816983599997
Myanmar,2014,0.193538987,36618649.0,,,0.18167782115999995
Namibia,2014,0.708661368,1427950.0,0.150925494,,0.1705977220399997
Namibia,2014,0.407007754,1427950.0,0.032255649,,0.05177436586
Nepal,2014,0.40205276,18161615.0,,,0.25587642088999973
Nepal,2014,0.241349128,18161615.0,,,0.2536308294799998
Netherlands,2014,0.99524162,13933854.0,,,0.30075235989999966
Netherlands,2014,0.989560854,13933854.0,,,0.30232662370999963
New Zealand,2014,0.996351216,3534713.0,,,0.2699254783799997
New Zealand,2014,0.993618735,3534713.0,,,0.2793989163899997
Nicaragua,2014,0.264904129,4012287.0,,,0.25293925668000006
Nicaragua,2014,0.088384834,4012287.0,,,0.2715190607999999
Niger,2014,,9371030.0,,,0.2745665967899999
Niger,2014,,9371030.0,,,0.2745665967899999
Nigeria,2014,0.537069303,100567840.0,,,0.3034922230399997
Nigeria,2014,0.305065329,100567840.0,,,0.25401957053999985
North Macedonia,2014,0.797326037,1565432.0,,,0.2539849174799998
North Macedonia,2014,0.598386047,1565432.0,,,0.2379343687699999
Norway,2014,1.0,4150602.0,,,0.25479807166999974
Norway,2014,1.0,4150602.0,,,0.25479807166999974
Pakistan,2014,0.152102948,128875593.0,,,0.24971474652999992
Pakistan,2014,0.097547671,128875593.0,,,0.2622707022299997
Panama,2014,0.515121291,2737867.0,,,0.2384650605699999
Panama,2014,0.318581031,2737867.0,,,0.24353305008999984
Peru,2014,0.377760808,21413567.0,,,0.24872349133999982
Peru,2014,0.1572273,21413567.0,,,0.2517740080799999
Philippines,2014,0.400997997,66911959.0,,,0.23703727197999985
Philippines,2014,0.180376718,66911959.0,,,0.24386433670999996
Poland,2014,0.822210524,32293711.0,,,0.3051371520699998
Poland,2014,0.713221345,32293711.0,,,0.3015051519799998
Portugal,2014,0.92740175,8911922.0,,,0.31332017360999964
Portugal,2014,0.801757923,8911922.0,,,0.2539705362999999
Puerto Rico,2014,0.788272113,2955855.0,,,0.2364738388999999
Puerto Rico,2014,0.560395589,2955855.0,,,0.2444375172699999
Romania,2014,0.714628721,16846776.0,,,0.33690878943
Romania,2014,0.448465178,16846776.0,,,0.23656050896
Russian Federation,2014,0.701715628,120673872.0,,,0.2778969065899997
Russian Federation,2014,0.631933703,120673872.0,,,0.27243701232999984
Rwanda,2014,0.587775915,6472142.0,0.256414809,,0.2759321337999998
Rwanda,2014,0.170873462,6472142.0,0.067645374,,0.16279017070999988
Saudi Arabia,2014,0.728726269,20496432.0,,,0.4070144025600005
Saudi Arabia,2014,0.648242608,20496432.0,,,0.42843784812000046
Senegal,2014,0.227210334,7858967.0,,,0.40385044891000044
Senegal,2014,0.043919994,7858967.0,,,0.4207243540100005
Serbia,2014,0.834765597,6141282.0,,,0.42621639032000064
Serbia,2014,0.825158402,6141282.0,,,0.43702775918000064
Singapore,2014,0.964045369,4691514.0,,,0.4345012030500006
Singapore,2014,0.962746371,4691514.0,,,0.43163760623000064
Slovak Republic,2014,0.821395226,4582684.0,,,0.4394804151400007
Slovak Republic,2014,0.698665688,4582684.0,,,0.3977492224900005
Slovenia,2014,0.98382405,1759867.0,,,0.3996360651700005
Slovenia,2014,0.957399098,1759867.0,,,0.3748188817600004
Somalia,2014,0.461791823,6719620.0,0.439887931,,0.39687092044000055
Somalia,2014,0.273565618,6719620.0,0.266581295,,0.3168489515600006
South Africa,2014,0.796051526,38992463.0,0.181340114,,0.21680517412000014
South Africa,2014,0.563528868,38992463.0,0.088562569,,0.13176263305
Spain,2014,0.981961152,39593406.0,,,0.40425156425999964
Spain,2014,0.966352023,39593406.0,,,0.4005145900299995
Sri Lanka,2014,0.853465588,15433197.0,,,0.4582315012799995
Sri Lanka,2014,0.78699179,15433197.0,,,0.42433001608999965
Sudan,2014,0.204235074,21021157.0,,,0.32004631427
Sudan,2014,0.075274332,21021157.0,,,0.37158195141000006
Sweden,2014,1.0,7971436.0,,,0.3835406226199995
